# lat,lng,id,name,building_type,type,url,page_type
# Caorle -- Tutti
45.601852,12.881437,osm_pronto_soccorso_ospedale_caorle_45.6019_12.8814,Pronto Soccorso Ospedale Caorle,hospital,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/pronto_soccorso_ospedale_caorle_45.6019_12.8814.json,custom
45.566764,12.804777,ov_pulcino_bar_gelateria_45.5668_12.8048,Pulcino Bar Gelateria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/pulcino_bar_gelateria_45.5668_12.8048.json,custom
45.566357,12.805266,ov_bar_mi_ami_45.5664_12.8053,Bar Mi Ami,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_mi_ami_45.5664_12.8053.json,custom
45.578439,12.822361,ov_guggenheimcafe_45.5784_12.8224,GuggenheimCafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/guggenheimcafe_45.5784_12.8224.json,custom
45.570094,12.799609,ov_bacaro_dolce___salato_45.5701_12.7996,Bacaro Dolce & Salato,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bacaro_dolce_salato_45.5701_12.7996.json,custom
45.587751,12.853369,ov_la_parada_da_rudy_45.5878_12.8534,La parada da Rudy,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/la_parada_da_rudy_45.5878_12.8534.json,custom
45.588694,12.854477,ov_enoteca_con_cucina___snack_bar_paradiso__45.5887_12.8545,Enoteca con Cucina & Snack Bar Paradiso da Max,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/enoteca_con_cucina_snack_bar_paradiso_da_45.5887_12.8545.json,custom
45.585508,12.854056,ov_kuotamare_45.5855_12.8541,Kuotamare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/kuotamare_45.5855_12.8541.json,custom
45.585794,12.852566,ov_alla_fontana_45.5858_12.8526,Alla Fontana,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/alla_fontana_45.5858_12.8526.json,custom
45.586935,12.853249,ov_carillon_45.5869_12.8532,Carillon,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/carillon_45.5869_12.8532.json,custom
45.586304,12.856007,ov_la_galleria_45.5863_12.8560,La Galleria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/la_galleria_45.5863_12.8560.json,custom
45.584469,12.842181,ov_el_doge_45.5845_12.8422,El doge,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/el_doge_45.5845_12.8422.json,custom
45.584066,12.851840,ov_verde_mare_45.5841_12.8518,Verde Mare,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/verde_mare_45.5841_12.8518.json,custom
45.581490,12.830183,ov_bar_molo12_45.5815_12.8302,Bar Molo12,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_molo12_45.5815_12.8302.json,custom
45.590894,12.853256,ov_bar_eur_sas_45.5909_12.8533,Bar Eur Sas,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_eur_sas_45.5909_12.8533.json,custom
45.593039,12.867730,ov_foce_livenza_wine_cafe_45.5930_12.8677,Foce Livenza Wine Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/foce_livenza_wine_cafe_45.5930_12.8677.json,custom
45.593004,12.873056,ov_chiosco_bar_ciao_ni_45.5930_12.8731,Chiosco Bar Ciao Ni,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_bar_ciao_ni_45.5930_12.8731.json,custom
45.592179,12.870605,ov_chiosco_adria_45.5922_12.8706,Chiosco Adria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_adria_45.5922_12.8706.json,custom
45.594029,12.875481,ov_chiosco_stella_marina_45.5940_12.8755,Chiosco Stella Marina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_stella_marina_45.5940_12.8755.json,custom
45.594283,12.871631,ov_fiore_45.5943_12.8716,Fiore,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/fiore_45.5943_12.8716.json,custom
45.593821,12.870255,ov_bar_eredi_45.5938_12.8703,Bar Eredi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_eredi_45.5938_12.8703.json,custom
45.595148,12.875046,ov_cafe_de_mar_45.5951_12.8750,Cafe De Mar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/cafe_de_mar_45.5951_12.8750.json,custom
45.595757,12.879872,ov_chiosco_calligaro_45.5958_12.8799,Chiosco Calligaro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_calligaro_45.5958_12.8799.json,custom
45.596680,12.882019,ov_stabilimento_bagni_guanamb__45.5967_12.8820,Stabilimento Bagni Guanambì,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/stabilimento_bagni_guanamb_45.5967_12.8820.json,custom
45.596764,12.879314,ov_bar_firenze_45.5968_12.8793,Bar Firenze,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_firenze_45.5968_12.8793.json,custom
45.596695,12.878411,ov_sapori_di_bar___coffee__cicchetteria__ap_45.5967_12.8784,"Sapori di Bar ~ coffee, cicchetteria, aperitivo, cocktail & ",RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/sapori_di_bar_coffee_cicchetteria_aperit_45.5967_12.8784.json,custom
45.596870,12.879920,ov_hype_bistrot_45.5969_12.8799,Hype Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/hype_bistrot_45.5969_12.8799.json,custom
45.597080,12.881970,ov_birra_di_caorle_45.5971_12.8820,Birra di Caorle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/birra_di_caorle_45.5971_12.8820.json,custom
45.597221,12.884429,ov_blues_kiosk_bar_45.5972_12.8844,Blues Kiosk Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/blues_kiosk_bar_45.5972_12.8844.json,custom
45.597392,12.887219,ov_home_ristorante_pizzeria_45.5974_12.8872,Home Ristorante Pizzeria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/home_ristorante_pizzeria_45.5974_12.8872.json,custom
45.597622,12.886753,ov_bar_l_angolo_45.5976_12.8868,Bar L'Angolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_langolo_45.5976_12.8868.json,custom
45.597558,12.882704,ov_marconi_5_45.5976_12.8827,Marconi 5,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/marconi_5_45.5976_12.8827.json,custom
45.597527,12.883939,ov_mapo_skybar_45.5975_12.8839,MaPo skybar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/mapo_skybar_45.5975_12.8839.json,custom
45.598172,12.878761,ov_bar_andrea_45.5982_12.8788,Bar Andrea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_andrea_45.5982_12.8788.json,custom
45.598484,12.886282,ov_bafile_grancafe_45.5985_12.8863,Bafile Grancafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bafile_grancafe_45.5985_12.8863.json,custom
45.599160,12.887785,ov_caff__gelateria_bar_caff__pedrina_45.5992_12.8878,Caffè Gelateria Bar Caffè Pedrina,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caff_gelateria_bar_caff_pedrina_45.5992_12.8878.json,custom
45.599030,12.885620,ov_western_union_45.5990_12.8856,Western Union,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/western_union_45.5990_12.8856.json,custom
45.598952,12.886829,ov_birreria_ai_tre_tini_45.5990_12.8868,Birreria Ai Tre Tini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/birreria_ai_tre_tini_45.5990_12.8868.json,custom
45.608939,12.894831,ov_bar_desir_e_45.6089_12.8948,Bar Desirée,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_desire_45.6089_12.8948.json,custom
45.608324,12.897192,ov_chiosco_gabbiano_45.6083_12.8972,Chiosco Gabbiano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_gabbiano_45.6083_12.8972.json,custom
45.605701,12.891808,ov_bar_sanremo_45.6057_12.8918,Bar Sanremo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_sanremo_45.6057_12.8918.json,custom
45.606327,12.892965,ov_bar_del_santo_45.6063_12.8930,Bar del Santo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_del_santo_45.6063_12.8930.json,custom
45.606458,12.894070,ov_prince_on_the_beach_45.6065_12.8941,Prince on the beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/prince_on_the_beach_45.6065_12.8941.json,custom
45.604492,12.890882,ov_chiosco_royal_45.6045_12.8909,Chiosco Royal,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_royal_45.6045_12.8909.json,custom
45.604460,12.879665,ov_c__corniani_45.6045_12.8797,Cà Corniani,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/c_corniani_45.6045_12.8797.json,custom
45.604765,12.887258,ov_caff__veneziano_45.6048_12.8873,Caffè Veneziano,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caff_veneziano_45.6048_12.8873.json,custom
45.603464,12.884720,ov_barautostazione_caorle_45.6035_12.8847,Barautostazione Caorle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/barautostazione_caorle_45.6035_12.8847.json,custom
45.602623,12.889460,ov_mosquito_beach_caorle_45.6026_12.8895,Mosquito Beach Caorle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/mosquito_beach_caorle_45.6026_12.8895.json,custom
45.602832,12.888960,ov_bar_venezia_45.6028_12.8890,Bar Venezia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_venezia_45.6028_12.8890.json,custom
45.600502,12.886219,ov_bacaro_al_bateo_45.6005_12.8862,Bacaro Al Bateo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bacaro_al_bateo_45.6005_12.8862.json,custom
45.599858,12.889021,ov_sapore_di_vino_45.5999_12.8890,sapore Di Vino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/sapore_di_vino_45.5999_12.8890.json,custom
45.599902,12.889076,ov_divino_caorle_wine_cocktails_food_45.5999_12.8891,Divino Caorle wine cocktails food,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/divino_caorle_wine_cocktails_food_45.5999_12.8891.json,custom
45.599922,12.888579,ov_harry_johnson_speakeasy_caorle_45.5999_12.8886,Harry Johnson Speakeasy Caorle,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/harry_johnson_speakeasy_caorle_45.5999_12.8886.json,custom
45.599920,12.887500,ov_enoteca_errante_45.5999_12.8875,Enoteca Errante,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/enoteca_errante_45.5999_12.8875.json,custom
45.599643,12.888655,ov_bee_wine_45.5996_12.8887,Bee Wine,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bee_wine_45.5996_12.8887.json,custom
45.599700,12.883900,ov_luigi_bar_45.5997_12.8839,Luigi Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/luigi_bar_45.5997_12.8839.json,custom
45.599379,12.881440,ov_caff__sport_45.5994_12.8814,Caffè Sport,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caff_sport_45.5994_12.8814.json,custom
45.611349,12.902229,ov_chiosco_bar_arianna_45.6113_12.9022,Chiosco Bar Arianna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_bar_arianna_45.6113_12.9022.json,custom
45.614658,12.907676,ov_surf_bar_45.6147_12.9077,Surf Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/surf_bar_45.6147_12.9077.json,custom
45.624192,12.957989,ov_il_battello_ebbro_45.6242_12.9580,Il Battello Ebbro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/il_battello_ebbro_45.6242_12.9580.json,custom
45.647898,12.840591,ov_the_klondike_caffe_burger_house_45.6479_12.8406,The Klondike Caffe Burger House,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/the_klondike_caffe_burger_house_45.6479_12.8406.json,custom
45.653143,12.798561,ov_officina_303_45.6531_12.7986,Officina 303,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/officina_303_45.6531_12.7986.json,custom
45.652522,12.799595,ov_freguja_pasticceria_45.6525_12.7996,Freguja Pasticceria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/freguja_pasticceria_45.6525_12.7996.json,custom
45.658328,12.947617,ov_birrificio_artigianale_b2o_45.6583_12.9476,Birrificio Artigianale B2O,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/birrificio_artigianale_b2o_45.6583_12.9476.json,custom
45.778039,12.868355,ov_caf__de_mar_45.7780_12.8684,Cafè de Mar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caf_de_mar_45.7780_12.8684.json,custom
45.707138,12.953400,ov_bar_al_castello_di_verago_andrea_45.7071_12.9534,Bar Al Castello Di Verago Andrea,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_al_castello_di_verago_andrea_45.7071_12.9534.json,custom
45.599010,12.880359,osm_doppio_v_45.5990_12.8804,Doppio V,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/doppio_v_45.5990_12.8804.json,custom
45.597845,12.888057,osm_sottovento_45.5978_12.8881,Sottovento,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/sottovento_45.5978_12.8881.json,custom
45.599103,12.887829,osm_caff__pedrina_45.5991_12.8878,Caffè Pedrina,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caff_pedrina_45.5991_12.8878.json,custom
45.586531,12.853318,osm_le_terrazza_della_luna_45.5865_12.8533,Le Terrazza Della Luna,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/le_terrazza_della_luna_45.5865_12.8533.json,custom
45.598481,12.886235,osm_bafile_45.5985_12.8862,Bafile,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bafile_45.5985_12.8862.json,custom
45.586942,12.853504,osm_bar_carillon_45.5869_12.8535,Bar Carillon,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bar_carillon_45.5869_12.8535.json,custom
45.591939,12.870730,osm_chiosco_bar_adria_45.5919_12.8707,Chiosco Bar Adria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/chiosco_bar_adria_45.5919_12.8707.json,custom
45.594009,12.875517,osm_stella_marina_45.5940_12.8755,Stella marina,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/stella_marina_45.5940_12.8755.json,custom
45.609021,12.887590,osm_bioma___tasty_caf__45.6090_12.8876,Bioma - Tasty Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/bioma_-_tasty_caf_45.6090_12.8876.json,custom
45.567271,12.804771,ov_poletto_danilo_45.5673_12.8048,Poletto Danilo,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/poletto_danilo_45.5673_12.8048.json,custom
45.574588,12.814743,ov_caorle_golf_academy_45.5746_12.8147,Caorle Golf Academy,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caorle_golf_academy_45.5746_12.8147.json,custom
45.588770,12.848580,ov_arti_samurai___asd_shinen_caorle_45.5888_12.8486,Arti Samurai - Asd Shinen Caorle,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/arti_samurai_-_asd_shinen_caorle_45.5888_12.8486.json,custom
45.589189,12.848402,ov_shoshin_kenjutsu_45.5892_12.8484,Shoshin Kenjutsu,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/shoshin_kenjutsu_45.5892_12.8484.json,custom
45.583197,12.845605,ov_caorle_nuoto___wellness_45.5832_12.8456,Caorle Nuoto & Wellness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caorle_nuoto_wellness_45.5832_12.8456.json,custom
45.597997,12.887816,ov_caorle_citt__dello_sport_45.5980_12.8878,Caorle Città dello Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/caorle_citt_dello_sport_45.5980_12.8878.json,custom
45.598841,12.879623,ov_giada_fitness_caorle_45.5988_12.8796,GIADA Fitness Caorle,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/giada_fitness_caorle_45.5988_12.8796.json,custom
45.605527,12.888549,ov_valchiria_gym_45.6055_12.8885,Valchiria Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/valchiria_gym_45.6055_12.8885.json,custom
45.606410,12.892980,ov_i_fioi_de_beach_45.6064_12.8930,I Fioi De Beach,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/i_fioi_de_beach_45.6064_12.8930.json,custom
45.603935,12.890061,ov_i_cavallini_della_rosa_45.6039_12.8901,I Cavallini della Rosa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/i_cavallini_della_rosa_45.6039_12.8901.json,custom
45.603161,12.889841,ov_adria_minigolf_caorle_45.6032_12.8898,Adria Minigolf Caorle,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/adria_minigolf_caorle_45.6032_12.8898.json,custom
45.599723,12.879963,ov_palestra_enrico_fermi_45.5997_12.8800,Palestra Enrico fermi,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/palestra_enrico_fermi_45.5997_12.8800.json,custom
45.649570,12.969850,ov_agriturismo_bho_45.6496_12.9698,AgriTurismo BHO,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/agriturismo_bho_45.6496_12.9698.json,custom
45.582987,12.845370,osm_palestra_caorle_nuoto___wellness_45.5830_12.8454,Palestra Caorle Nuoto & Wellness,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/palestra_caorle_nuoto_wellness_45.5830_12.8454.json,custom
45.605490,12.888690,osm_valchiria_gym_45.6055_12.8887,Valchiria Gym,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/valchiria_gym_45.6055_12.8887.json,custom
45.608960,12.887681,osm_fitness_caorle_45.6090_12.8877,Fitness Caorle,palestra,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/fitness_caorle_45.6090_12.8877.json,custom
45.598879,12.890076,ov_museo_del_tesoro_del_duomo_di_caorle_45.5989_12.8901,Museo del Tesoro del Duomo di Caorle,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/museo_del_tesoro_del_duomo_di_caorle_45.5989_12.8901.json,custom
45.606447,12.876960,ov_museo_nazionale_di_archeologia_del_mare_45.6064_12.8770,Museo Nazionale di Archeologia del Mare,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/museo_nazionale_di_archeologia_del_mare_45.6064_12.8770.json,custom
45.601992,12.888547,ov_monumento_ai_caduti_del_mare_45.6020_12.8885,Monumento ai caduti del mare,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/monumento_ai_caduti_del_mare_45.6020_12.8885.json,custom
45.601845,12.883306,ov_cimitero_napoleonico_di_caorle_45.6018_12.8833,Cimitero Napoleonico Di Caorle,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/cimitero_napoleonico_di_caorle_45.6018_12.8833.json,custom
45.640051,12.953363,ov_museo_ambientale_di_vallevecchia_45.6401_12.9534,Museo Ambientale di ValleVecchia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/museo_ambientale_di_vallevecchia_45.6401_12.9534.json,custom
45.640356,12.881249,ov_frazione_di_san_gaetano_45.6404_12.8812,Frazione di San Gaetano,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/frazione_di_san_gaetano_45.6404_12.8812.json,custom
45.598664,12.888232,osm_poste_italiane_45.5987_12.8882,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/poste_italiane_45.5987_12.8882.json,custom
45.598618,12.885794,ov_biblioteca_civica_di_caorle_45.5986_12.8858,Biblioteca civica di Caorle,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/friuli_vg/caorle/pages/biblioteca_civica_di_caorle_45.5986_12.8858.json,custom
