# lat,lng,id,name,building_type,type,url,page_type
# Ischia -- Tutti
40.734819,13.952318,ov_nursing_home_st__john_joseph_40.7348_13.9523,Nursing Home St. John Joseph,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/nursing_home_st_john_joseph_40.7348_13.9523.json,custom
40.744851,13.937668,ov_mermaid_ischia_40.7449_13.9377,Mermaid Ischia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/mermaid_ischia_40.7449_13.9377.json,custom
40.738557,13.942429,ov_asd_manu_moving_gymnasium_40.7386_13.9424,ASD Manu Moving Gymnasium,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/asd_manu_moving_gymnasium_40.7386_13.9424.json,custom
40.739260,13.942480,ov_il_tempio_della_danza_40.7393_13.9425,Il Tempio Della Danza,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/il_tempio_della_danza_40.7393_13.9425.json,custom
40.733148,13.942067,ov_campi_padel_di_paluba_in_via_delle_gines_40.7331_13.9421,Campi PADEL di Paluba in via delle Ginestre,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/campi_padel_di_paluba_in_via_delle_gines_40.7331_13.9421.json,custom
40.726879,13.942803,ov_bar_pasticceria_luisa_sas_di_pilato_mari_40.7269_13.9428,Bar Pasticceria Luisa SAS di Pilato Marialuisa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/bar_pasticceria_luisa_sas_di_pilato_mari_40.7269_13.9428.json,custom
40.723590,13.938730,ov_palestra_evolution_ischia_40.7236_13.9387,Palestra Evolution Ischia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/palestra_evolution_ischia_40.7236_13.9387.json,custom
40.718687,13.953406,ov_fitness_balboa_40.7187_13.9534,Fitness Balboa,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/fitness_balboa_40.7187_13.9534.json,custom
40.726370,13.950680,ov_active_bay_yoga_pilates_center_ischia_40.7264_13.9507,Active Bay Yoga Pilates Center Ischia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/active_bay_yoga_pilates_center_ischia_40.7264_13.9507.json,custom
40.725526,13.946215,ov_il_tempio_40.7255_13.9462,Il Tempio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/il_tempio_40.7255_13.9462.json,custom
40.740130,13.948421,ov_body_studio_ischia_40.7401_13.9484,Body Studio Ischia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/body_studio_ischia_40.7401_13.9484.json,custom
40.736273,13.955360,ov_ischia_magic_camp_40.7363_13.9554,Ischia Magic Camp,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ischia_magic_camp_40.7363_13.9554.json,custom
40.731774,13.959662,ov_ans_diving_ischia_40.7318_13.9597,ANS Diving Ischia,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/ans_diving_ischia_40.7318_13.9597.json,custom
40.733300,13.950000,ov_castello_aragonese_di_gabriele_mattera___40.7333_13.9500,Castello Aragonese di Gabriele Mattera & C.Sas,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/castello_aragonese_di_gabriele_mattera_c_40.7333_13.9500.json,custom
40.734654,13.954367,ov_museo_etnografico_del_mare_isola_d_ischi_40.7347_13.9544,Museo Etnografico del Mare Isola d'Ischia,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/museo_etnografico_del_mare_isola_dischia_40.7347_13.9544.json,custom
40.727648,13.959325,ov_torre_guevara_40.7276_13.9593,Torre Guevara,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/torre_guevara_40.7276_13.9593.json,custom
40.731986,13.959289,ov_museo_del_mare_40.7320_13.9593,Museo del Mare,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/museo_del_mare_40.7320_13.9593.json,custom
40.732682,13.958288,ov_vestopazzo_store_ischia_ponte_40.7327_13.9583,Vestopazzo Store Ischia Ponte,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/vestopazzo_store_ischia_ponte_40.7327_13.9583.json,custom
40.733443,13.956297,ov_mudis_40.7334_13.9563,MUDIS,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/mudis_40.7334_13.9563.json,custom
40.731310,13.943414,ov_tribunale_sezione_ischia_40.7313_13.9434,Tribunale Sezione Ischia,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/tribunale_sezione_ischia_40.7313_13.9434.json,custom
40.734038,13.955468,osm_poste_italiane_40.7340_13.9555,Poste Italiane,ufficio_postale,ufficio_postale,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/poste_italiane_40.7340_13.9555.json,custom
40.735724,13.954951,ov_biblioteca_comunale_antoniana_40.7357_13.9550,Biblioteca Comunale Antoniana,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/ischia/pages/biblioteca_comunale_antoniana_40.7357_13.9550.json,custom
