# lat,lng,id,name,building_type,type,url,page_type
# Vittoria -- Tutti
36.954199,14.544319,ov_ospedale_riccardo_guzzardi_36.9542_14.5443,Ospedale Riccardo Guzzardi,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/ospedale_riccardo_guzzardi_36.9542_14.5443.json,custom
36.957179,14.538344,ov_bar_oasi_sas_di_busacca_c_36.9572_14.5383,Bar Oasi Sas Di Busacca C,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_oasi_sas_di_busacca_c_36.9572_14.5383.json,custom
36.957504,14.528776,ov_morsi_e_sorsi_36.9575_14.5288,Morsi e Sorsi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/morsi_e_sorsi_36.9575_14.5288.json,custom
36.957651,14.527908,ov_caffetteria_grasso_36.9577_14.5279,Caffetteria Grasso,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffetteria_grasso_36.9577_14.5279.json,custom
36.958005,14.527751,ov_bar_tabacchi_leonardi_36.9580_14.5278,Bar tabacchi Leonardi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_tabacchi_leonardi_36.9580_14.5278.json,custom
36.956508,14.526487,ov_enoteca_eno22_36.9565_14.5265,Enoteca ENO22,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/enoteca_eno22_36.9565_14.5265.json,custom
36.956271,14.529687,ov_centro_storico_vittoria_36.9563_14.5297,Centro Storico Vittoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/centro_storico_vittoria_36.9563_14.5297.json,custom
36.955794,14.528495,ov_pasticceria_manhattan_bar_36.9558_14.5285,Pasticceria Manhattan Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/pasticceria_manhattan_bar_36.9558_14.5285.json,custom
36.955531,14.528743,ov_caff__italia_36.9555_14.5287,Caffè Italia,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caff_italia_36.9555_14.5287.json,custom
36.952628,14.533472,ov_l_angolo_della_fortuna_36.9526_14.5335,L'Angolo della Fortuna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/langolo_della_fortuna_36.9526_14.5335.json,custom
36.951526,14.535085,ov_bar_cavour_2_0_36.9515_14.5351,Bar Cavour 2.0,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_cavour_20_36.9515_14.5351.json,custom
36.950000,14.533300,ov_al_ghiottone_trattoria_pizzeria_36.9500_14.5333,Al ghiottone trattoria pizzeria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/al_ghiottone_trattoria_pizzeria_36.9500_14.5333.json,custom
36.949831,14.532170,ov_birra_paul_bricius_36.9498_14.5322,Birra Paul-Bricius,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/birra_paul-bricius_36.9498_14.5322.json,custom
36.953375,14.530828,ov_gate_100_di_giuseppe_acquaviva_36.9534_14.5308,Gate 100 di Giuseppe Acquaviva,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/gate_100_di_giuseppe_acquaviva_36.9534_14.5308.json,custom
36.952831,14.528624,ov_fashion_cafe_36.9528_14.5286,Fashion Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/fashion_cafe_36.9528_14.5286.json,custom
36.952969,14.522492,ov_bar_l_infinito_36.9530_14.5225,Bar L'Infinito,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_linfinito_36.9530_14.5225.json,custom
36.952355,14.525663,ov_caffetteria_dolce_e_amaro_36.9524_14.5257,Caffetteria Dolce e Amaro,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffetteria_dolce_e_amaro_36.9524_14.5257.json,custom
36.950180,14.523120,ov_nd_caf__36.9502_14.5231,ND Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/nd_caf_36.9502_14.5231.json,custom
36.949764,14.522221,ov_bar_pizzeria_metropolis_36.9498_14.5222,Bar Pizzeria Metropolis,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_pizzeria_metropolis_36.9498_14.5222.json,custom
36.953614,14.524079,ov_bar_ruling_36.9536_14.5241,Bar Ruling,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_ruling_36.9536_14.5241.json,custom
36.954860,14.525310,ov_spaccio_caff__by_arum__sicily_36.9549_14.5253,Spaccio Caffè by Arumà Sicily,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/spaccio_caff_by_arum_sicily_36.9549_14.5253.json,custom
36.956798,14.525742,ov_la_nuova_dolce_vita_36.9568_14.5257,La NUOVA DOLCE VITA,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/la_nuova_dolce_vita_36.9568_14.5257.json,custom
36.958783,14.524958,ov_bar_pasticceria_stazione_li_calzi_36.9588_14.5250,Bar Pasticceria Stazione Li Calzi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/bar_pasticceria_stazione_li_calzi_36.9588_14.5250.json,custom
36.960019,14.527212,ov_cavallino_bar_pasticceria_36.9600_14.5272,Cavallino Bar Pasticceria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/cavallino_bar_pasticceria_36.9600_14.5272.json,custom
36.961875,14.526557,ov_caffe_damato_36.9619_14.5266,Caffe Damato,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/caffe_damato_36.9619_14.5266.json,custom
36.970560,14.537924,ov_vittoria_36.9706_14.5379,Vittoria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/vittoria_36.9706_14.5379.json,custom
36.960180,14.537125,ov_martorina_pubblicit__martorina_pubblicit_36.9602_14.5371,Martorina Pubblicità Martorina Pubblicità,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/martorina_pubblicit_martorina_pubblicit_36.9602_14.5371.json,custom
37.016260,14.496975,ov_incardona_acate___stazione_di_servizio_g_37.0163_14.4970,Incardona Acate - Stazione di Servizio GIAP,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/incardona_acate_-_stazione_di_servizio_g_37.0163_14.4970.json,custom
36.859080,14.449603,ov_team_parafly_kamarina_36.8591_14.4496,Team Parafly Kamarina,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/team_parafly_kamarina_36.8591_14.4496.json,custom
36.882793,14.437491,ov_totem_beach_36.8828_14.4375,Totem Beach,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/totem_beach_36.8828_14.4375.json,custom
36.896283,14.433040,ov_one_step_up_36.8963_14.4330,One Step Up,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/one_step_up_36.8963_14.4330.json,custom
36.894631,14.428945,ov_wonder_gym_36.8946_14.4289,Wonder Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/wonder_gym_36.8946_14.4289.json,custom
36.938960,14.521070,ov_the_rootz_36.9390_14.5211,The Rootz,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/the_rootz_36.9390_14.5211.json,custom
36.962622,14.513333,ov_vitality_vittoria_36.9626_14.5133,Vitality Vittoria,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/vitality_vittoria_36.9626_14.5133.json,custom
36.960252,14.509910,ov_crossbox_36.9603_14.5099,Crossbox,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/crossbox_36.9603_14.5099.json,custom
36.965691,14.461189,ov_circuito_internazionale_sole_luna_36.9657_14.4612,Circuito Internazionale Sole Luna,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/circuito_internazionale_sole_luna_36.9657_14.4612.json,custom
36.944194,14.465318,ov_centro_ippico_ippocountry_36.9442_14.4653,Centro Ippico Ippocountry,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/centro_ippico_ippocountry_36.9442_14.4653.json,custom
36.947231,14.521337,ov_ritmo_dance_36.9472_14.5213,Ritmo Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/ritmo_dance_36.9472_14.5213.json,custom
36.947936,14.521979,ov_fire_dance_36.9479_14.5220,Fire Dance,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/fire_dance_36.9479_14.5220.json,custom
36.944922,14.522048,ov_asd_cb_internazionale_36.9449_14.5220,Asd cb internazionale,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/asd_cb_internazionale_36.9449_14.5220.json,custom
36.945146,14.522972,ov_a_s_d__new_karate_contact_36.9451_14.5230,A.S.D. New Karate Contact,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/asd_new_karate_contact_36.9451_14.5230.json,custom
36.947214,14.528475,ov_power_gym_36.9472_14.5285,Power Gym,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/power_gym_36.9472_14.5285.json,custom
36.947419,14.534957,ov_kines_sport_36.9474_14.5350,Kines Sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/kines_sport_36.9474_14.5350.json,custom
36.943774,14.533352,ov_palazzetto_dello_sport_36.9438_14.5334,Palazzetto dello sport,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/palazzetto_dello_sport_36.9438_14.5334.json,custom
36.943211,14.529262,ov_centro_karman_36.9432_14.5293,Centro Karman,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/centro_karman_36.9432_14.5293.json,custom
36.952759,14.544593,ov_invernino_fight_center_36.9528_14.5446,Invernino Fight Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/invernino_fight_center_36.9528_14.5446.json,custom
36.954716,14.548959,ov_virtus_fitness_36.9547_14.5490,Virtus Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/virtus_fitness_36.9547_14.5490.json,custom
36.954990,14.549090,ov_one_free_time_center_36.9550_14.5491,One Free Time Center,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/one_free_time_center_36.9550_14.5491.json,custom
36.957021,14.543248,ov_cicerone_fight_gym_36.9570_14.5432,Cicerone FIGHT GYM,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/cicerone_fight_gym_36.9570_14.5432.json,custom
36.956135,14.527144,ov_a_g_trainer_personal_36.9561_14.5271,A&G Trainer Personal,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/ag_trainer_personal_36.9561_14.5271.json,custom
36.953109,14.535433,ov_sur_les_pointes_36.9531_14.5354,Sur les Pointes,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/sur_les_pointes_36.9531_14.5354.json,custom
36.950944,14.534764,ov_lovingbet_vittoria_36.9509_14.5348,Lovingbet Vittoria,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/lovingbet_vittoria_36.9509_14.5348.json,custom
36.949295,14.526805,ov_master_fitness_36.9493_14.5268,Master Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/master_fitness_36.9493_14.5268.json,custom
36.957961,14.525628,ov_palextra_36.9580_14.5256,Palextra,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/palextra_36.9580_14.5256.json,custom
36.960921,14.522959,ov_arte_danza_e_fitness_36.9609_14.5230,Arte Danza e Fitness,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/arte_danza_e_fitness_36.9609_14.5230.json,custom
36.958729,14.533166,ov_associazione_sportiva_dilettantistica_il_36.9587_14.5332,Associazione Sportiva Dilettantistica Il Tempio,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/associazione_sportiva_dilettantistica_il_36.9587_14.5332.json,custom
36.960809,14.527152,ov_alu_fitness_club_36.9608_14.5272,Alu Fitness Club,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/alu_fitness_club_36.9608_14.5272.json,custom
36.959966,14.572970,ov_centro_sportivo_a_b_36.9600_14.5730,Centro Sportivo A&B,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/centro_sportivo_ab_36.9600_14.5730.json,custom
36.978543,14.580646,ov_sogno_di_mezz_estate_36.9785_14.5806,Sogno di Mezz'Estate,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/sogno_di_mezzestate_36.9785_14.5806.json,custom
36.941421,14.527981,ov_museo_italo_ungherese_36.9414_14.5280,Museo Italo Ungherese,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/museo_italo_ungherese_36.9414_14.5280.json,custom
36.951979,14.524312,ov_museo_del_carretto_virgadavola_36.9520_14.5243,Museo Del Carretto Virgadavola,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/museo_del_carretto_virgadavola_36.9520_14.5243.json,custom
36.951729,14.538103,ov_tribunale_di_vittoria_36.9517_14.5381,Tribunale Di Vittoria,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/tribunale_di_vittoria_36.9517_14.5381.json,custom
36.952312,14.537093,ov_ufficio_del_giudice_di_pace_di_vittoria_36.9523_14.5371,Ufficio del Giudice di Pace di Vittoria,GOVERNMENT,ufficio_pubblico,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/ufficio_del_giudice_di_pace_di_vittoria_36.9523_14.5371.json,custom
36.950046,14.538923,ov_biblioteca_comunale_di_vittoria_36.9500_14.5389,Biblioteca Comunale Di Vittoria,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/vittoria/pages/biblioteca_comunale_di_vittoria_36.9500_14.5389.json,custom
