# lat,lng,id,name,building_type,type,url,page_type
# Sestri Levante -- Tutti
44.274524,9.405720,ov_ospedale_civile_44.2745_9.4057,Ospedale Civile,HOSPITAL,hospital,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/ospedale_civile_44.2745_9.4057.json,custom
44.264320,9.425100,ov_kizomba_levante_a_s_d_44.2643_9.4251,Kizomba Levante A.S.D,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/kizomba_levante_asd_44.2643_9.4251.json,custom
44.270415,9.430232,ov_prehability_sport_centre_44.2704_9.4302,Prehability Sport Centre,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/prehability_sport_centre_44.2704_9.4302.json,custom
44.277119,9.420826,ov_sestri_levante_bowling_44.2771_9.4208,Sestri Levante Bowling,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/sestri_levante_bowling_44.2771_9.4208.json,custom
44.309611,9.478388,ov_monte_treggin_44.3096_9.4784,Monte Treggin,GYM,palestra,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/monte_treggin_44.3096_9.4784.json,custom
44.280631,9.406615,ov_villa_esedra_44.2806_9.4066,Villa Esedra,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/villa_esedra_44.2806_9.4066.json,custom
44.272263,9.395928,ov_palazzo_fascie_rossi_44.2723_9.3959,Palazzo Fascie Rossi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/palazzo_fascie_rossi_44.2723_9.3959.json,custom
44.272272,9.396065,ov_musel_museo_archeologico_e_della_citt__44.2723_9.3961,MUSEL Museo Archeologico e della Città,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/musel_museo_archeologico_e_della_citt_44.2723_9.3961.json,custom
44.269776,9.394453,ov_museo_galleria_rizzi_44.2698_9.3945,Museo Galleria Rizzi,MUSEUM,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/museo_galleria_rizzi_44.2698_9.3945.json,custom
44.254479,9.431989,ov_scoglio_dell_asseu_44.2545_9.4320,Scoglio dell'Asseu,MONUMENT,monumento,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/scoglio_dellasseu_44.2545_9.4320.json,custom
44.259695,9.421802,ov_biblioteca_del_mare_44.2597_9.4218,Biblioteca Del Mare,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/biblioteca_del_mare_44.2597_9.4218.json,custom
44.264820,9.429910,ov_trigoso_e_la_sua_parrocchia_44.2648_9.4299,Trigoso e la sua parrocchia,LIBRARY,biblioteca,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/liguria/sestri_levante/pages/trigoso_e_la_sua_parrocchia_44.2648_9.4299.json,custom
